name,ticker,ca,amount,price,total_value,anti_whale_modifiable,buy_tax,can_take_back_ownership,cannot_buy,cannot_sell_all,creator_address,creator_balance,creator_percent,external_call,fake_token,hidden_owner,holder_count,honeypot_with_same_creator,is_airdrop_scam,is_anti_whale,is_blacklisted,is_honeypot,is_in_dex,is_mintable,is_open_source,is_proxy,is_true_token,is_whitelisted,lp_holder_count,lp_total_supply,note,other_potential_risks,owner_address,owner_balance,owner_change_balance,owner_percent,personal_slippage_modifiable,selfdestruct,sell_tax,slippage_modifiable,token_name,token_symbol,total_supply,trading_cooldown,transfer_pausable,trust_list
Wrapped BTC,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,162.68962169,87741.0,14274550.1,False,0.0,False,False,False,0x8b41783ad99fcbeb8d575fa7a7b5a04fa0b8d80b,0.0,0.0,False,,False,121658.0,False,,False,False,False,True,True,True,False,,False,10.0,7320061073.950401,,,0xca06411bd7a7296d7dbdd0050dfc846e95febeb7,0.0,0.0,0.0,False,False,0.0,False,Wrapped BTC,WBTC,128915.05657878,False,True,True
Tether USD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,11195273.789443,1.0,11195273.79,False,0.0,False,False,False,0x36928500bc1dcd7af6a2b4008875cc336b927d57,2243.250365,0.0,True,,False,1.0,False,,False,True,False,True,True,True,False,,False,10.0,4933154003144.578,,,0xc6cde7c39eb2f0f0095f41570af89efc2c1ea828,108983.76699,1.0,1e-06,False,False,0.0,True,Tether USD,USDT,75893458264.46202,False,True,True
stETH,stETH,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,4980.30497976,2058.83,10253601.3,False,0.0,False,False,False,0xb8ffc3cd6e7cf5a098a1c92f48009765b24088dc,0.0,0.0,False,,False,512372.0,False,,False,False,False,True,False,True,True,,False,46.0,542.3059008278559,,,,,,,False,False,0.0,False,Liquid staked Ether 2.0,stETH,9349235.246611865,False,False,False
TRON,TRX,0x50327c6c5a14dcade707abad2e27eb517df87ab5,40718117.726575,0.229,9323186.7,False,0.0,False,False,False,0xd6d24c5c89001c02826127957d05535ffabe5c2c,0.5,0.0,False,,False,15763.0,False,,False,False,False,True,True,True,False,,False,4.0,16312801340800.768,,,,0.0,0.0,0.0,False,False,0.0,False,TRON,TRX,298676285.61119,False,False,False
Aave Ethereum USDC,aEthUSDC,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c,5018607.666573,0.9999,5018155.99,False,0.0,False,False,False,0xf71fc92e2949ccf6a5fd369a0b402ba80bc61e02,0.0,0.0,False,,False,8960.0,False,,False,False,False,False,False,True,True,,False,,,,,,,,,False,False,0.0,False,Aave Ethereum USDC,aEthUSDC,2802841799.749036,False,False,False
WhiteRock,WHITE,0x9cdf242ef7975d8c68d5c1f5b6905801699b1940,10000000000.0,0.0005,4636600.0,False,0.0,False,False,False,0x287ecebd1223e235b929217fe596c905a11752ae,0.0,0.0,False,,False,11733.0,False,,False,False,False,True,False,True,True,,False,3.0,41.4011603554507,,,,,,,False,False,0.0,False,WhiteRock,WHITE,1000000000000.0,False,False,False
Movement,MOVE,0x3073f7aaa4db83f95e9fff17424f71d4751a3073,7580835.84821112,0.5462,4140834.48,False,0.0001,False,False,False,0x3eb69ef2dbedd5d58aa5e074131cd22d5e87ff53,0.0,0.0,False,,False,22067.0,False,,False,False,False,True,False,True,True,,False,10.0,3433380810.3005276,,,,,,,False,False,0.0,False,Movement,MOVE,10000000000.0,False,False,False
USDC,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1275996.863079,0.9999,1275816.95,False,0.0,False,False,False,0x95ba4cf87d6723ad9c0db21737d862be80e93911,2394.339755,0.0,False,,False,2894715.0,False,,False,False,False,True,False,True,True,,False,10.0,34592163986969.574,,,,,,,False,False,0.0,False,USD Coin,USDC,39812466941.06016,False,False,True
Ondo,ONDO,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,342002.28055584,0.9463,323632.65,False,0.0,False,False,False,0xe2d0f9dcc81267c36a47d9e26adf479501124bbe,0.0,0.0,False,,False,128177.0,False,,True,False,False,True,False,True,False,,False,4.0,655.2491570866636,,,,0.0,0.0,0.0,False,False,0.0001,False,Ondo,ONDO,10000000000.0,False,True,False
SEI,SEI,0xbdf43ecadc5cef51b7d1772f722e40596bc1788b,1089231.77779216,0.2163,235572.51,False,0.0,False,False,False,0x35549e6ae2eb7cc984b80a75d099a6b868545332,0.0,0.0,False,,False,203.0,False,,False,False,False,True,False,True,False,,False,2.0,137.05703428678223,,,0x35549e6ae2eb7cc984b80a75d099a6b868545332,0.0,0.0,0.0,False,False,0.0001,False,SEI,SEI,48649758.376865,False,False,False
Colle AI,COLLE,0xC36983d3D9d379dDFB306DFB919099cB6730e355,192445051.577729,0.0003,60814.56,False,0.0,False,False,False,0xc5e2d298fc253d6c4f9121d6b212d638cc0f5ad2,0.0,0.0,False,,False,1851.0,False,,False,False,False,True,False,True,False,,False,2.0,25747.691739008496,,,,0.0,0.0,0.0,False,False,0.0001,False,Colle AI,COLLE,5000000000.0,False,False,False
GROK,GROK,0x8390a1DA07E376ef7aDd4Be859BA74Fb83aA02D5,5000000.0,0.0027,13465.06,False,0.0,False,False,False,0xf9387ac9f61cc22994a59a6008f827435ce744b6,1620435.443445183,0.000235,False,,False,21223.0,False,,False,True,False,True,False,True,False,,True,8.0,2.315017684933613,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,GROK,GROK,6900000000.0,False,False,False
Wrapped Ether,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.53053581,2059.2565,3151.77,False,0.0,False,False,False,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,0.0042500000000001,0.0,False,,False,1400156.0,False,,False,False,False,True,False,True,False,,False,10.0,34.592163986969574,,,,0.0,0.0,0.0,False,False,0.0,False,Wrapped Ether,WETH,2825137.5751080387,False,False,True
Cryptex,CTX,0x321c2fe4446c7c963dc41dd58879af648838f98d,1047.0,2.1,2198.71,False,0.0,False,False,False,0x294cb241ebf6fe95bbb76071c7cda8dd62eb138e,0.0,0.0,False,,False,2820.0,False,,True,False,False,True,False,True,False,,False,15.0,142.38369409112065,,,0xa54074b2cc0e96a43048d4a68472f7f046ac0da8,2384180.659282159,0.0,0.238418,False,False,0.0,False,Cryptex,CTX,10000000.0,False,False,False
Rekt,REKT,0xdd3B11eF34cd511a2DA159034a05fcb94D806686,42069000000.0,0.0,1998.28,False,0.0,False,False,False,0xf7799d0fb06bcdd25e00b97ce29f1f229183eefb,0.0,0.0,False,,False,15184.0,False,,False,False,False,True,False,True,False,,False,10.0,217856077.7891907,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Rekt,REKT,420690000000000.0,False,False,False
SkaiToken,SKAI,0xCF078DA6e85389de507ceeDE0E3d217e457B9d49,175000.0,0.0108,1889.22,False,0.0001,False,False,False,0xa0a7f83b36c1014d4651f89fdbf01535fd0e0086,0.9225866,0.0,False,,False,4857.0,False,,False,False,False,True,False,True,False,,False,4.0,17.22407394291063,,,,0.0,0.0,0.0,False,False,0.0,False,SkaiToken,SKAI,1000000000.0,False,False,False
stake.link,SDL,0xa95c5ebb86e0de73b4fb8c47a45b792cfea28c23,3200.0,0.4874,1559.79,False,0.0,False,False,False,0x23c4602e63acfe29b930c530b19d44a84af0d767,38663.88253174031,0.000387,False,,False,626.0,False,,False,False,False,False,True,True,False,,False,1.0,5.513352478878307,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,stake.link,SDL,100000000.0,False,False,False
BetProtocolToken,BEPRO,0xcf3c8be2e2c42331da80ef210e9b1b307c03d36a,5500000.0,0.0002,1089.06,False,0.0,False,False,False,0x78ee4544fae901dcd5bd19ffb8b69ae4523c750b,0.0,0.0,False,,False,9858.0,False,,False,False,False,True,False,True,False,,False,15.0,2725.12012203804,,,0x6714d41094a264bb4b8fcb74713b42cfee6b4f74,0.0,0.0,0.0,False,False,0.0,False,BetProtocolToken,BEPRO,10000000000.0,False,True,False
Ultimate Synthetic Delta Neutral,USDN,0xde17a000ba631c5d7c2bd9fb692efea52d90dee2,1027.2963126,1.0,1027.3,False,0.0,False,False,False,0x016215f9fe0f1d9920264c391c6a34b0912b7e8d,0.0,0.0,False,,False,213.0,False,,False,False,False,False,True,True,False,,False,,,,,,0.0,0.0,0.0,False,False,0.0,False,Ultimate Synthetic Delta Neutral,USDN,3363943.6171932523,False,False,False
Everybody,Hold,0x68b36248477277865c64dfc78884ef80577078f3,3100000.0,0.0002,664.76,False,0.0,False,False,False,0x49ef9545137a5668af12d8e171b4164d7152e88f,0.0,0.0,False,,False,2485.0,False,,False,False,False,True,False,True,False,,True,3.0,141582.4900692098,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Everybody,Hold,100000000000.0,False,False,False
Morpho Token,MORPHO,0x58d97b57bb95320f9a05dc918aef65434969c2b2,369.369,1.47,542.97,False,0.0001,False,False,False,0x937ce2d6c488b361825d2db5e8a70e26d48afed5,0.0,0.0,False,,False,9030.0,False,,False,False,False,True,False,True,True,,False,10.0,33745.00788872079,,,,,,,False,False,0.0,False,Morpho Token,MORPHO,1000000000.0,False,False,False
SmarDex Token,SDEX,0x5de8ab7e27f6e7a1fff3e5b337584aa43961beef,100000.0,0.0049,485.96,False,0.0,False,False,False,0xcaec63ce78a0d4dab2b5112295789a542a0fdaee,0.0,0.0,False,,False,7898.0,False,,False,False,False,True,False,True,False,,False,2.0,0.06446877933870872,,,,0.0,0.0,0.0,False,False,0.0,False,SmarDex Token,SDEX,10000000000.0,False,False,False
Donald Trump Inu,DTI,0x0880164084017b8d49Baa0A33F545aD55914E9Fd,3000000.0,0.0002,479.88,False,0.0,False,False,False,0x1c2e0d0cb9d69e518877d37527714c12e43ccebd,0.0,0.0,False,,False,817.0,False,,False,True,False,True,False,True,False,,True,2.0,1.207593258781244,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,True,Donald Trump Inu,DTI,1000000000.0,False,True,False
Smart MFG,MFG,0x6710c63432a2de02954fc0f851db07146a6c0312,1000000.0,0.0005,470.21,False,0.0,False,False,False,0x1d1c9f70a68c129096d8181529041843e8bc1a30,0.0,0.0,False,,False,9931.0,False,,False,False,False,True,False,True,False,,False,10.0,70583.76715827036,,,,0.0,0.0,0.0,False,False,0.0,False,SyncFab Smart Manufacturing Blockchain,MFG,868459135.7414333,False,False,False
henlo,henlo,0x960fCE8724aA127184B6d13Af41a711755236c77,861992434503.564,0.0,435.79,False,0.0,False,False,False,0x6172f0ab84cd118ea8ea282a37178c34f86bf7e6,0.00454089,0.0,False,,False,7094.0,False,,False,False,False,True,False,True,False,,False,2.0,344.36021811655104,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,henlo,henlo,210000000000000.0,False,False,False
LimeWire Token,LMWR,0x628a3b2e302c7e896acc432d2d0dd22b6cb9bc88,3734.79913104,0.099,369.93,False,0.0,False,False,False,0xe6a6831b2322837c0a268c35714d160d0238232a,20.0,0.0,False,,False,11946.0,False,,True,True,False,True,True,True,False,,True,3.0,5129.293456301552,,,0xe6a6831b2322837c0a268c35714d160d0238232a,20.0,0.0,0.0,False,False,0.0,False,LimeWire Token,LMWR,633045269.0,False,True,False
I love puppies,puppies,0xCF91b70017eABDE82c9671E30e5502D312eA6eb2,8555555554.0,0.0,346.42,False,0.0,False,False,False,0x6e66c1580d9be4d4a8ef0383da641ae2192169cd,0.0,0.0,False,,False,15475.0,False,,False,True,False,True,False,True,False,,True,20.0,189.3905820300918,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,I love puppies,puppies,42069000000000.0,False,False,False
Uniswap,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,33.41986864,7.03,234.94,False,0.0,False,False,False,0x41653c7d61609d856f29355e404f310ec4142cfb,0.002758162612694493,0.0,False,,False,360473.0,False,,True,False,False,True,False,True,False,,False,10.0,1095936.2198167518,,,0x1a9c8182c09f50c8318d769245bea52c32be35bc,371505945.29,0.0,0.371506,False,False,0.0,False,Uniswap,UNI,1000000000.0,False,False,True
Bary,BARY,0x1764C07922A66cABbC79f99cE71565dDf430Bf58,10307080213013.7,0.0,227.16,False,0.0,False,False,False,0xe95af32227d083fc072e91fd1a06d4140a51c4ed,0.0,0.0,False,,False,285.0,False,,False,False,False,True,False,True,False,,False,2.0,4586338.408796281,,,,0.0,0.0,0.0,False,False,0.0,False,Bary,BARY,420690000000000.0,False,False,False
ParaSwap,PSP,0xcafe001067cdef266afb7eb5a286dcfd277f3de5,10021.13,0.0197,197.4,False,0.0,False,False,False,0x490ce4616672e93b1c8f5e43aa80312fd73dee8c,0.0,0.0,False,,False,4909.0,False,,True,False,False,True,True,True,False,,False,10.0,2123.5216738176655,,,0x5a61d9214adefd7669428a03a4e8734a00e9f464,172696802.98854715,0.0,0.086348,False,False,0.0,False,ParaSwap,PSP,2000000000.0,False,False,False
Optimus,OPTIMUS,0x562E362876c8Aee4744FC2c6aaC8394C312d215d,10000.0,0.0188,188.38,True,0.0,False,False,False,0x8fdc8d35c32a0b122dd5d22feb3167c833b99d2f,7987.235838315,8e-05,False,,False,11929.0,False,,True,True,False,True,False,True,False,,True,3.0,0.35806112301168286,,,0x8fdc8d35c32a0b122dd5d22feb3167c833b99d2f,7987.235838315,0.0,8e-05,False,False,0.0,True,Optimus,OPTIMUS,100000000.0,False,True,False
Dmail Network,DMAIL,0xcC6f1e1B87cfCbe9221808d2d85C501aab0B5192,1126.981,0.1216,137.01,False,0.0,False,False,False,0x28b3c90c440703152d2b0e550323a075c5bb0177,0.0,0.0,False,,False,255.0,False,,False,False,False,False,False,True,False,,False,,,Dmail does not have any privilegeminting funtions. But all users who use Dmail will participate in token mining.,,0x28b3c90c440703152d2b0e550323a075c5bb0177,0.0,0.0,0.0,False,False,0.0,False,Dmail Network,DMAIL,142442244.07090527,False,False,False
Handy Token,HANDY,0x8bbe1a2961B41340468D0548c2cd5B7DFA9b684c,102752.386,0.0013,135.34,False,0.0,False,False,False,0x1a50e48810e3762efe136581d6e5f06158fa981e,0.0,0.0,False,,False,4087.0,False,,False,False,False,True,False,True,False,,False,2.0,324.7907172318815,,,0x1a50e48810e3762efe136581d6e5f06158fa981e,0.0,0.0,0.0,False,False,0.0,False,Handy Token,HANDY,10000000000.0,False,False,False
Aave Token,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.63068278,187.01,117.94,False,0.0001,False,False,False,0x51f22ac850d29c879367a77d241734acb276b815,0.0,0.0,False,,False,184120.0,False,,False,False,False,True,False,True,True,,False,10.0,120159.9404049963,,,,,,,False,False,0.0,False,Aave Token,AAVE,16000000.0,False,False,False
Business Coin,BUSINESS,0xc06caead870d3a8af2504637b6c5b7248bed6116,20247.777777,0.0052,105.31,False,0.0,False,False,False,0xc0f4fae5d2738ce776d99240178899166e4a5263,0.0,0.0,False,,False,2043.0,False,,False,True,False,True,False,True,False,,True,2.0,0.2785105524167801,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Business Coin,BUSINESS,1000000000.0,False,False,False
Fantom Token,FTM,0x4e15361fd6b4bb609fa63c81a2be19d873717870,159.325,0.6228,99.23,False,0.0001,False,False,False,0xb00ab6203ebaae6b1debc411eda8f95fd17e74c5,0.0,0.0,False,,True,98586.0,False,,False,False,False,True,True,True,False,,True,10.0,47408.24805378627,,,0xb5c484af0c7a2946ebfb5d912a22a701fb8e3f70,65383409.34094162,0.0,0.030579,False,False,0.0,False,Fantom Token,FTM,2138153790.5899346,False,False,True
Andyman,ANDYMAN,0x68aaa0D94eA163B9BBf659Dc3766dEFB4c0Ac7BE,200125.0,0.0005,93.01,False,0.0,False,False,False,0xa95fc4a94cde219cd3434363b7d28f97fec87222,0.0,0.0,False,,False,649.0,False,,False,False,False,True,False,True,False,,True,2.0,0.8774964387392122,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Andyman,ANDYMAN,1000000000.0,False,False,False
Stake DAO Token,SDT,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,300.13,0.2911,87.35,False,0.0,False,False,False,0xb36a0671b3d49587236d7833b01e79798175875f,0.0,0.0,False,,False,4092.0,False,,False,False,False,True,True,True,False,,False,78.0,1892.2273563542906,,,0xfea5e213bbd81a8a94d0e1edb09dbd7ceab61e1c,111721.37739313781,0.0,0.00168,False,False,0.0,False,Stake DAO Token,SDT,66482094.55824983,False,False,False
0xBitcoin Token,0xBTC,0xb6ed7644c69416d67b522e20bc294a9a9b405b31,1600.0,0.0495,79.17,False,0.0003,False,False,False,0x5294b9f7a71a97b703fa04ba3a415c8a136bdeb1,17.38,1e-06,False,,False,8282.0,False,,False,False,False,True,False,True,False,,False,10.0,395358220.2861663,,,0x9c875cd04abfa2bd0461c9baf42059913f6e7150,0.0,0.0,0.0,False,False,0.0,False,0xBitcoin Token,0xBTC,20998852.04906835,False,False,False
Telcoin,TEL,0x467Bccd9d29f223BcE8043b84E8C8B282827790F,8448.85,0.0065,54.82,False,0.0,False,False,False,0x8cfc6503612afa1feaf5738bd91b7a8772fd6b65,0.0,0.0,False,,False,54935.0,False,,False,False,False,True,False,True,False,,False,10.0,41905008129769.94,,,,0.0,0.0,0.0,False,False,0.0,False,Telcoin,TEL,100000000000.0,False,False,False
Curve DAO Token,CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,98.89521045,0.5539,54.78,False,0.0,False,False,False,0xc4ad0ef33a0a4dda3461c479ccb6c36d1e4b7be4,0.0,0.0,False,,False,90938.0,False,,False,False,False,True,True,True,False,,False,10.0,5360.03531059466,,,,,0.0,,False,False,0.0,False,Curve DAO Token,CRV,2241445151.591634,False,False,False
Butterfly Ai,FLY,0x27c78a7c10a0673c3509ccf63044aab92e09edac,50000.0,0.001,47.86,True,0.0,False,False,False,0x0478aa0f766bbcfd0882ad8ae5df5f0531f06065,84967.69255803486,0.008497,False,,False,472.0,False,,True,False,False,True,False,True,False,,True,3.0,3872.983346207417,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Butterfly Ai,FLY,10000000.0,False,False,False
Balancer,BAL,0xba100000625a3754423978a60c9317c58a424e3d,23.67318978,1.54,36.46,False,0.0,False,False,False,0x24a12fa313f57af541d447c594072a992c605dcf,0.0,0.0,False,,False,49066.0,False,,False,False,False,True,True,True,False,,False,78.0,44.76114302412079,,,,0.0,0.0,0.0,False,False,0.0,False,Balancer,BAL,67688443.06930922,False,False,True
Polygon Ecosystem Token,POL,0x455e53CBB86018Ac2B8092FdCd39d8444aFFC3F6,114.03137838,0.2447,27.91,False,0.0,False,False,False,0xb8d66fb00061378afd77c5c22e47cff9c57ca62f,0.0,0.0,False,,True,49896.0,False,,False,False,False,True,True,True,False,,False,10.0,32936.158424759284,,,,0.0,0.0,0.0,False,False,0.0,False,Polygon Ecosystem Token,POL,10390381896.029568,False,True,False
WorldMobileToken,WMTX,0xDBB5Cf12408a3Ac17d668037Ce289f9eA75439D7,100.0,0.2093,20.93,False,0.0,False,False,False,0xf4e55757cae99b8be73f345b7353c34f2c5dc161,869.0,1e-06,False,,False,1739.0,False,,False,False,False,True,True,True,False,,False,2.0,264522133813.00867,,,,0.0,0.0,0.0,False,False,0.0,False,WorldMobileToken,WMTX,1135827964.111494,False,False,False
TITAN X,TITANX,0xF19308F923582A6f7c465e5CE7a9Dc1BEC6665B1,128000000.0,0.0,20.32,False,0.0,False,False,False,0x10129f3fe44dd32745d6e64e5d84cb84a524f114,3186300500.0,3e-05,False,,False,19958.0,False,,False,False,False,True,True,True,False,,False,8.0,1053757.76988275,,,,0.0,0.0,0.0,False,False,0.0,False,TITAN X,TITANX,105824422256787.94,False,False,False
HEX,HEX,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,11730.0,0.0016,18.39,False,0.0,False,False,False,0x896f23373667274e8647b99033c2a8461ddd98cc,0.0,0.0,False,,False,336115.0,False,,False,False,False,True,True,True,False,,False,164.0,0.0844342119455724,,,,0.0,0.0,0.0,False,False,0.0,False,HEX,HEX,41661177743.5473,False,False,True
Ethereum Name Service,ENS,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,1.0,18.2,18.2,False,0.0,False,False,False,0x0904dac3347ea47d208f3fd67402d039a3b99859,0.0,0.0,False,,False,65486.0,False,,False,False,False,True,True,True,False,,False,5.0,462.57988345921984,,,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,9811035.596630147,0.0,0.09811,False,False,0.0001,False,Ethereum Name Service,ENS,100000000.0,False,False,True
Starknet Token,STRK,0xca14007eff0db1f8135f4c25b34de49ab0d42766,100.0,0.1818,18.18,False,0.0,False,False,False,0xf28f34b4e8983ee4422538bb0b4aa36d6e7d8130,0.0,0.0,False,,False,23093.0,False,,False,False,False,True,True,True,False,,False,2.0,296.6568914404888,,,,0.0,0.0,0.0,False,False,0.0,False,StarkNet Token,STRK,10007800000.0,False,False,False
ELA on Ethereum,ELA,0xe6fd75ff38Adca4B97FBCD938c86b98772431867,10.59722952,1.6331,17.31,False,0.0001,False,False,False,0xb7a42ba759ad21bdf543749f8c1b15e9c7a2a5c7,0.0,0.0,False,,False,2041.0,False,,False,False,False,True,True,True,False,,False,4.0,12735.868303437683,,,0x88723077663f9e24091d2c30c2a2ce213d9080c6,0.0,0.0,0.0,False,False,0.0,False,ELA on Ethereum,ELA,5106491.39887724,False,False,False
Groyper,Groyper,0x6942806d1b2d5886d95ce2f04314ece8eb825833,6444.0,0.0024,15.17,True,0.0,False,False,False,0xb7fb9f868b0cad5f8e8fa99278d12e0cd2425e1c,0.718152516518,0.0,False,,False,2845.0,False,,True,False,False,True,False,True,False,,False,2.0,9643.650760992956,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,True,Groyper,Groyper,100000000.0,False,False,False
dancing triangle,triangle,0x9A594F5ed8D119B73525dfE23aDBCeCa77fD828D,69420.0,0.0002,13.43,False,0.0,False,False,False,0x9f63692895d66b9ae549f78d602cabb884272902,1697996.6448434775,0.001698,False,,False,1200.0,False,,True,False,False,True,False,True,False,,False,1.0,28284.2712474619,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,True,dancing triangle,triangle,1000000000.0,False,True,False
Everclear,NEXT,0xfe67a4450907459c3e1fff623aa927dd4e28c67a,200.0,0.0621,12.42,False,0.0,False,False,False,0xb82119772ded0318b1930c6ed45bc4bcd3009cff,0.0,0.0,False,,False,3427.0,True,,False,False,False,False,True,True,False,,False,1.0,0.000580456915308773,,,0x4d50a469fc788a3c0cdc8fd67868877dcb246625,7672066.6493125055,0.0,0.007672,False,False,0.0,False,Connext,NEXT,1000000000.0,False,False,False
ConstitutionDAO,PEOPLE,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,499.0,0.0187,9.33,False,0.0001,False,False,False,0xee2ebccb7cdb34a8a822b589f9e8427c24351bfc,0.0,0.0,False,,False,18660.0,False,,False,False,False,True,True,True,False,,False,10.0,30632.45330248972,,,0xee2ebccb7cdb34a8a822b589f9e8427c24351bfc,0.0,1.0,0.0,False,False,0.0,False,ConstitutionDAO,PEOPLE,5066438921.357176,False,False,False
ChainLink Token,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.52734191,15.82,8.34,False,0.0,False,False,False,0xf55037738604fddfc4043d12f25124e94d7d1780,0.05225069885309716,0.0,False,,False,748952.0,False,,False,False,False,True,False,True,False,,False,10.0,1436047.1737193111,,,,0.0,0.0,0.0,False,False,0.0,False,ChainLink Token,LINK,1000000000.0,False,False,True
NEAR,NEAR,0x85f17cf997934a597031b2e18a9ab6ebd4b9f6a4,2.59532841,3.04,7.89,False,0.0001,False,False,False,0x015e634c7c1311a9034220c28d3d12b7f710a3b1,0.0,0.0,False,,False,8049.0,False,,False,False,False,True,False,True,True,,False,3.0,0.00013645246092024768,,,0x2468603819bf09ed3fb6f3efeff24b1955f3cde1,,,,False,False,0.0,False,NEAR,NEAR,2567149.991000796,False,False,False
Dogcoin,DCOIN,0xf1bb41f9ed87e6c7e1f70e921b7b4bee1df7ae9c,10000.0,0.0007,6.89,False,0.0,False,False,False,0x1d69fb86c89f938d0987f68ce535c429607f8498,0.0,0.0,False,,False,3469.0,False,,False,False,False,True,False,True,False,,False,2.0,31622.776601683792,,,0x0000000000000000000000000000000000000000,0.0,0.0,0.0,False,False,0.0,False,Dogcoin,DCOIN,1000000000.0,False,False,False
Wrapped MistCoin,WMC,0x7Fd4d7737597E7b4ee22AcbF8D94362343ae0a79,1.0,6.59,6.59,False,0.0,False,False,False,0x1463c9d66f7edbcac6e95bc76bd8d21ede24988d,0.0,0.0,False,,False,2475.0,False,,False,False,False,True,False,True,False,,False,2.0,7.342680935997e-06,,,,0.0,0.0,0.0,False,False,0.0,False,Wrapped MistCoin,WMC,593378.69,False,False,False
